,economy,time,ID.OWN.BRTH.ZS
2188,SLB,YR2018,
2189,SLB,YR2019,
2190,SLB,YR2020,
2191,SLB,YR2021,
2192,SLE,YR2006,
2193,SLE,YR2007,
2194,SLE,YR2008,
2195,SLE,YR2009,
2196,SLE,YR2010,
2197,SLE,YR2011,
2198,SLE,YR2012,
2199,SLE,YR2013,
2200,SLE,YR2014,
2201,SLE,YR2015,
2202,SLE,YR2016,
2203,SLE,YR2017,
2204,SLE,YR2018,
2205,SLE,YR2019,31.3
2206,SLE,YR2020,
2207,SLE,YR2021,
2208,SLV,YR2006,
2209,SLV,YR2007,
2210,SLV,YR2008,
2211,SLV,YR2009,
2212,SLV,YR2010,
2213,SLV,YR2011,
2214,SLV,YR2012,
2215,SLV,YR2013,
2216,SLV,YR2014,
2217,SLV,YR2015,
2218,SLV,YR2016,
2219,SLV,YR2017,
2220,SLV,YR2018,91.2
2221,SLV,YR2019,
2222,SLV,YR2020,
2223,SLV,YR2021,
2224,SMR,YR2006,
2225,SMR,YR2007,
2226,SMR,YR2008,
2227,SMR,YR2009,
2228,SMR,YR2010,
2229,SMR,YR2011,
2230,SMR,YR2012,
2231,SMR,YR2013,
2232,SMR,YR2014,
2233,SMR,YR2015,
2234,SMR,YR2016,
2235,SMR,YR2017,
2236,SMR,YR2018,
2237,SMR,YR2019,
2238,SMR,YR2020,100.0
2239,SMR,YR2021,
2240,SOM,YR2006,
2241,SOM,YR2007,
2242,SOM,YR2008,
2243,SOM,YR2009,
2244,SOM,YR2010,
2245,SOM,YR2011,
2246,SOM,YR2012,
2247,SOM,YR2013,
2248,SOM,YR2014,
2249,SOM,YR2015,
2250,SOM,YR2016,
2251,SOM,YR2017,
2252,SOM,YR2018,
2253,SOM,YR2019,
2254,SOM,YR2020,0.3
2255,SOM,YR2021,
2256,SRB,YR2006,
2257,SRB,YR2007,
2258,SRB,YR2008,
2259,SRB,YR2009,
2260,SRB,YR2010,
2261,SRB,YR2011,
2262,SRB,YR2012,
2263,SRB,YR2013,
2264,SRB,YR2014,
2265,SRB,YR2015,
2266,SRB,YR2016,
2267,SRB,YR2017,
2268,SRB,YR2018,
2269,SRB,YR2019,98.8
2270,SRB,YR2020,
2271,SRB,YR2021,
2272,SSD,YR2006,
2273,SSD,YR2007,
2274,SSD,YR2008,
2275,SSD,YR2009,
2276,SSD,YR2010,29.4
2277,SSD,YR2011,
2278,SSD,YR2012,
2279,SSD,YR2013,
2280,SSD,YR2014,
2281,SSD,YR2015,
2282,SSD,YR2016,
2283,SSD,YR2017,
2284,SSD,YR2018,
2285,SSD,YR2019,
2286,SSD,YR2020,
2287,SSD,YR2021,
2288,STP,YR2006,
2289,STP,YR2007,
2290,STP,YR2008,
2291,STP,YR2009,
2292,STP,YR2010,
2293,STP,YR2011,
2294,STP,YR2012,
2295,STP,YR2013,
2296,STP,YR2014,
2297,STP,YR2015,
2298,STP,YR2016,
2299,STP,YR2017,
2300,STP,YR2018,
2301,STP,YR2019,97.9
2302,STP,YR2020,
2303,STP,YR2021,
2304,SUR,YR2006,
2305,SUR,YR2007,
2306,SUR,YR2008,
2307,SUR,YR2009,
2308,SUR,YR2010,
2309,SUR,YR2011,
2310,SUR,YR2012,
2311,SUR,YR2013,
2312,SUR,YR2014,
2313,SUR,YR2015,
2314,SUR,YR2016,
2315,SUR,YR2017,
2316,SUR,YR2018,95.4
2317,SUR,YR2019,
2318,SUR,YR2020,
2319,SUR,YR2021,
2320,SVK,YR2006,
2321,SVK,YR2007,
2322,SVK,YR2008,
2323,SVK,YR2009,
2324,SVK,YR2010,
2325,SVK,YR2011,
2326,SVK,YR2012,
2327,SVK,YR2013,
2328,SVK,YR2014,
2329,SVK,YR2015,
2330,SVK,YR2016,
2331,SVK,YR2017,
2332,SVK,YR2018,
2333,SVK,YR2019,
2334,SVK,YR2020,100.0
2335,SVK,YR2021,
2336,SVN,YR2006,
2337,SVN,YR2007,
2338,SVN,YR2008,
2339,SVN,YR2009,
2340,SVN,YR2010,
2341,SVN,YR2011,
2342,SVN,YR2012,
2343,SVN,YR2013,
2344,SVN,YR2014,
2345,SVN,YR2015,
2346,SVN,YR2016,
2347,SVN,YR2017,
2348,SVN,YR2018,
2349,SVN,YR2019,
2350,SVN,YR2020,100.0
2351,SVN,YR2021,
2352,SWE,YR2006,
2353,SWE,YR2007,
2354,SWE,YR2008,
2355,SWE,YR2009,
2356,SWE,YR2010,
2357,SWE,YR2011,
2358,SWE,YR2012,
2359,SWE,YR2013,
2360,SWE,YR2014,
2361,SWE,YR2015,
2362,SWE,YR2016,
2363,SWE,YR2017,
2364,SWE,YR2018,
2365,SWE,YR2019,100.0
2366,SWE,YR2020,
2367,SWE,YR2021,
2368,SWZ,YR2006,
2369,SWZ,YR2007,
2370,SWZ,YR2008,
2371,SWZ,YR2009,
2372,SWZ,YR2010,
2373,SWZ,YR2011,
2374,SWZ,YR2012,
2375,SWZ,YR2013,
2376,SWZ,YR2014,37.0
2377,SWZ,YR2015,
2378,SWZ,YR2016,
2379,SWZ,YR2017,
2380,SWZ,YR2018,
2381,SWZ,YR2019,
2382,SWZ,YR2020,
2383,SWZ,YR2021,
2384,SYR,YR2006,91.3
2385,SYR,YR2007,
2386,SYR,YR2008,
2387,SYR,YR2009,
2388,SYR,YR2010,
2389,SYR,YR2011,
2390,SYR,YR2012,
2391,SYR,YR2013,
2392,SYR,YR2014,
2393,SYR,YR2015,
2394,SYR,YR2016,
2395,SYR,YR2017,
2396,SYR,YR2018,
2397,SYR,YR2019,
2398,SYR,YR2020,
2399,SYR,YR2021,
2400,TCA,YR2006,
2401,TCA,YR2007,
2402,TCA,YR2008,
2403,TCA,YR2009,
2404,TCA,YR2010,
2405,TCA,YR2011,
2406,TCA,YR2012,
2407,TCA,YR2013,
2408,TCA,YR2014,
2409,TCA,YR2015,
2410,TCA,YR2016,
2411,TCA,YR2017,
2412,TCA,YR2018,
2413,TCA,YR2019,
2414,TCA,YR2020,98.5
2415,TCA,YR2021,
2416,TCD,YR2006,
2417,TCD,YR2007,
2418,TCD,YR2008,
2419,TCD,YR2009,
2420,TCD,YR2010,
2421,TCD,YR2011,
2422,TCD,YR2012,
2423,TCD,YR2013,
2424,TCD,YR2014,
2425,TCD,YR2015,
2426,TCD,YR2016,
2427,TCD,YR2017,
2428,TCD,YR2018,
2429,TCD,YR2019,22.6
2430,TCD,YR2020,
2431,TCD,YR2021,
2432,TGO,YR2006,
2433,TGO,YR2007,
2434,TGO,YR2008,
2435,TGO,YR2009,
2436,TGO,YR2010,
2437,TGO,YR2011,
2438,TGO,YR2012,
2439,TGO,YR2013,
2440,TGO,YR2014,
2441,TGO,YR2015,
2442,TGO,YR2016,
2443,TGO,YR2017,75.7
2444,TGO,YR2018,
2445,TGO,YR2019,
2446,TGO,YR2020,
2447,TGO,YR2021,
2448,THA,YR2006,
2449,THA,YR2007,
2450,THA,YR2008,
2451,THA,YR2009,
2452,THA,YR2010,
2453,THA,YR2011,
2454,THA,YR2012,
2455,THA,YR2013,
2456,THA,YR2014,
2457,THA,YR2015,
2458,THA,YR2016,
2459,THA,YR2017,
2460,THA,YR2018,
2461,THA,YR2019,99.3
2462,THA,YR2020,
2463,THA,YR2021,
2464,TJK,YR2006,
2465,TJK,YR2007,
2466,TJK,YR2008,
2467,TJK,YR2009,
2468,TJK,YR2010,
2469,TJK,YR2011,
2470,TJK,YR2012,
2471,TJK,YR2013,
2472,TJK,YR2014,
2473,TJK,YR2015,
2474,TJK,YR2016,
2475,TJK,YR2017,91.4
2476,TJK,YR2018,
2477,TJK,YR2019,
2478,TJK,YR2020,
2479,TJK,YR2021,
2480,TKM,YR2006,
2481,TKM,YR2007,
2482,TKM,YR2008,
2483,TKM,YR2009,
2484,TKM,YR2010,
2485,TKM,YR2011,
2486,TKM,YR2012,
2487,TKM,YR2013,
2488,TKM,YR2014,
2489,TKM,YR2015,
2490,TKM,YR2016,
2491,TKM,YR2017,
2492,TKM,YR2018,
2493,TKM,YR2019,99.8
2494,TKM,YR2020,
2495,TKM,YR2021,
2496,TLS,YR2006,
2497,TLS,YR2007,
2498,TLS,YR2008,
2499,TLS,YR2009,
2500,TLS,YR2010,
2501,TLS,YR2011,
2502,TLS,YR2012,
2503,TLS,YR2013,
2504,TLS,YR2014,
2505,TLS,YR2015,
2506,TLS,YR2016,33.7
2507,TLS,YR2017,
2508,TLS,YR2018,
2509,TLS,YR2019,
2510,TLS,YR2020,
2511,TLS,YR2021,
2512,TON,YR2006,
2513,TON,YR2007,
2514,TON,YR2008,
2515,TON,YR2009,
2516,TON,YR2010,
2517,TON,YR2011,
2518,TON,YR2012,
2519,TON,YR2013,
2520,TON,YR2014,
2521,TON,YR2015,
2522,TON,YR2016,
2523,TON,YR2017,
2524,TON,YR2018,
2525,TON,YR2019,89.3
2526,TON,YR2020,
2527,TON,YR2021,
2528,TTO,YR2006,
2529,TTO,YR2007,
2530,TTO,YR2008,
2531,TTO,YR2009,
2532,TTO,YR2010,
2533,TTO,YR2011,90.5
2534,TTO,YR2012,
2535,TTO,YR2013,
2536,TTO,YR2014,
2537,TTO,YR2015,
2538,TTO,YR2016,
2539,TTO,YR2017,
2540,TTO,YR2018,
2541,TTO,YR2019,
2542,TTO,YR2020,
2543,TTO,YR2021,
2544,TUN,YR2006,
2545,TUN,YR2007,
2546,TUN,YR2008,
2547,TUN,YR2009,
2548,TUN,YR2010,
2549,TUN,YR2011,
2550,TUN,YR2012,
2551,TUN,YR2013,
2552,TUN,YR2014,
2553,TUN,YR2015,
2554,TUN,YR2016,
2555,TUN,YR2017,
2556,TUN,YR2018,98.1
2557,TUN,YR2019,
2558,TUN,YR2020,
2559,TUN,YR2021,
2560,TUR,YR2006,
2561,TUR,YR2007,
2562,TUR,YR2008,
2563,TUR,YR2009,
2564,TUR,YR2010,
2565,TUR,YR2011,
2566,TUR,YR2012,
2567,TUR,YR2013,
2568,TUR,YR2014,
2569,TUR,YR2015,
2570,TUR,YR2016,
2571,TUR,YR2017,
2572,TUR,YR2018,
2573,TUR,YR2019,
2574,TUR,YR2020,
2575,TUR,YR2021,
2576,TUV,YR2006,
2577,TUV,YR2007,
2578,TUV,YR2008,
2579,TUV,YR2009,
2580,TUV,YR2010,
2581,TUV,YR2011,
2582,TUV,YR2012,
2583,TUV,YR2013,
2584,TUV,YR2014,
2585,TUV,YR2015,
2586,TUV,YR2016,
2587,TUV,YR2017,
2588,TUV,YR2018,
2589,TUV,YR2019,
2590,TUV,YR2020,79.1
2591,TUV,YR2021,
2592,TWN,YR2006,
2593,TWN,YR2007,
2594,TWN,YR2008,
2595,TWN,YR2009,
2596,TWN,YR2010,
2597,TWN,YR2011,
2598,TWN,YR2012,
2599,TWN,YR2013,
2600,TWN,YR2014,
2601,TWN,YR2015,
2602,TWN,YR2016,
2603,TWN,YR2017,
2604,TWN,YR2018,
2605,TWN,YR2019,
2606,TWN,YR2020,
2607,TWN,YR2021,
2608,TZA,YR2006,
2609,TZA,YR2007,
2610,TZA,YR2008,
2611,TZA,YR2009,
2612,TZA,YR2010,
2613,TZA,YR2011,
2614,TZA,YR2012,
2615,TZA,YR2013,
2616,TZA,YR2014,
2617,TZA,YR2015,
2618,TZA,YR2016,14.0
2619,TZA,YR2017,
2620,TZA,YR2018,
2621,TZA,YR2019,
2622,TZA,YR2020,
2623,TZA,YR2021,
2624,UGA,YR2006,
2625,UGA,YR2007,
2626,UGA,YR2008,
2627,UGA,YR2009,
2628,UGA,YR2010,
2629,UGA,YR2011,
2630,UGA,YR2012,
2631,UGA,YR2013,
2632,UGA,YR2014,
2633,UGA,YR2015,
2634,UGA,YR2016,19.2
2635,UGA,YR2017,
2636,UGA,YR2018,
2637,UGA,YR2019,
2638,UGA,YR2020,
2639,UGA,YR2021,
2640,UKR,YR2006,
2641,UKR,YR2007,
2642,UKR,YR2008,
2643,UKR,YR2009,
2644,UKR,YR2010,
2645,UKR,YR2011,
2646,UKR,YR2012,99.4
2647,UKR,YR2013,
2648,UKR,YR2014,
2649,UKR,YR2015,
2650,UKR,YR2016,
2651,UKR,YR2017,
2652,UKR,YR2018,
2653,UKR,YR2019,
2654,UKR,YR2020,
2655,UKR,YR2021,
2656,URY,YR2006,
2657,URY,YR2007,
2658,URY,YR2008,
2659,URY,YR2009,
2660,URY,YR2010,
2661,URY,YR2011,
2662,URY,YR2012,
2663,URY,YR2013,98.8
2664,URY,YR2014,
2665,URY,YR2015,
2666,URY,YR2016,
2667,URY,YR2017,
2668,URY,YR2018,
2669,URY,YR2019,
2670,URY,YR2020,
2671,URY,YR2021,
2672,USA,YR2006,
2673,USA,YR2007,
2674,USA,YR2008,
2675,USA,YR2009,
2676,USA,YR2010,
2677,USA,YR2011,
2678,USA,YR2012,
2679,USA,YR2013,
2680,USA,YR2014,
2681,USA,YR2015,
2682,USA,YR2016,
2683,USA,YR2017,
2684,USA,YR2018,
2685,USA,YR2019,
2686,USA,YR2020,100.0
2687,USA,YR2021,
2688,UZB,YR2006,99.5
2689,UZB,YR2007,
2690,UZB,YR2008,
2691,UZB,YR2009,
2692,UZB,YR2010,
2693,UZB,YR2011,
2694,UZB,YR2012,
2695,UZB,YR2013,
2696,UZB,YR2014,
2697,UZB,YR2015,
2698,UZB,YR2016,
2699,UZB,YR2017,
2700,UZB,YR2018,
2701,UZB,YR2019,
2702,UZB,YR2020,
2703,UZB,YR2021,
2704,VEN,YR2006,
2705,VEN,YR2007,
2706,VEN,YR2008,
2707,VEN,YR2009,
2708,VEN,YR2010,
2709,VEN,YR2011,
2710,VEN,YR2012,
2711,VEN,YR2013,
2712,VEN,YR2014,
2713,VEN,YR2015,
2714,VEN,YR2016,
2715,VEN,YR2017,
2716,VEN,YR2018,
2717,VEN,YR2019,
2718,VEN,YR2020,
2719,VEN,YR2021,
2720,VNM,YR2006,
2721,VNM,YR2007,
2722,VNM,YR2008,
2723,VNM,YR2009,
2724,VNM,YR2010,
2725,VNM,YR2011,
2726,VNM,YR2012,
2727,VNM,YR2013,
2728,VNM,YR2014,95.4
2729,VNM,YR2015,
2730,VNM,YR2016,
2731,VNM,YR2017,
2732,VNM,YR2018,
2733,VNM,YR2019,
2734,VNM,YR2020,
2735,VNM,YR2021,
2736,VUT,YR2006,
2737,VUT,YR2007,
2738,VUT,YR2008,
2739,VUT,YR2009,
2740,VUT,YR2010,
2741,VUT,YR2011,
2742,VUT,YR2012,
2743,VUT,YR2013,43.4
2744,VUT,YR2014,
2745,VUT,YR2015,
2746,VUT,YR2016,
2747,VUT,YR2017,
2748,VUT,YR2018,
2749,VUT,YR2019,
2750,VUT,YR2020,
2751,VUT,YR2021,
2752,WSM,YR2006,
2753,WSM,YR2007,
2754,WSM,YR2008,
2755,WSM,YR2009,
2756,WSM,YR2010,
2757,WSM,YR2011,
2758,WSM,YR2012,
2759,WSM,YR2013,
2760,WSM,YR2014,
2761,WSM,YR2015,
2762,WSM,YR2016,
2763,WSM,YR2017,
2764,WSM,YR2018,
2765,WSM,YR2019,
2766,WSM,YR2020,59.0
2767,WSM,YR2021,
2768,XKX,YR2006,
2769,XKX,YR2007,
2770,XKX,YR2008,
2771,XKX,YR2009,
2772,XKX,YR2010,
2773,XKX,YR2011,
2774,XKX,YR2012,
2775,XKX,YR2013,
2776,XKX,YR2014,
2777,XKX,YR2015,
2778,XKX,YR2016,
2779,XKX,YR2017,
2780,XKX,YR2018,
2781,XKX,YR2019,
2782,XKX,YR2020,88.9
2783,XKX,YR2021,
2784,YEM,YR2006,
2785,YEM,YR2007,
2786,YEM,YR2008,
2787,YEM,YR2009,
2788,YEM,YR2010,
2789,YEM,YR2011,
2790,YEM,YR2012,
2791,YEM,YR2013,15.6
2792,YEM,YR2014,
2793,YEM,YR2015,
2794,YEM,YR2016,
2795,YEM,YR2017,
2796,YEM,YR2018,
2797,YEM,YR2019,
2798,YEM,YR2020,
2799,YEM,YR2021,
2800,ZAF,YR2006,
2801,ZAF,YR2007,
2802,ZAF,YR2008,
2803,ZAF,YR2009,
2804,ZAF,YR2010,
2805,ZAF,YR2011,
2806,ZAF,YR2012,
2807,ZAF,YR2013,
2808,ZAF,YR2014,
2809,ZAF,YR2015,
2810,ZAF,YR2016,
2811,ZAF,YR2017,
2812,ZAF,YR2018,
2813,ZAF,YR2019,
2814,ZAF,YR2020,
2815,ZAF,YR2021,
2816,ZMB,YR2006,
2817,ZMB,YR2007,
2818,ZMB,YR2008,
2819,ZMB,YR2009,
2820,ZMB,YR2010,
2821,ZMB,YR2011,
2822,ZMB,YR2012,
2823,ZMB,YR2013,
2824,ZMB,YR2014,
2825,ZMB,YR2015,
2826,ZMB,YR2016,
2827,ZMB,YR2017,
2828,ZMB,YR2018,5.9
2829,ZMB,YR2019,
2830,ZMB,YR2020,
2831,ZMB,YR2021,
2832,ZWE,YR2006,
2833,ZWE,YR2007,
2834,ZWE,YR2008,
2835,ZWE,YR2009,
2836,ZWE,YR2010,
2837,ZWE,YR2011,
2838,ZWE,YR2012,
2839,ZWE,YR2013,
2840,ZWE,YR2014,
2841,ZWE,YR2015,
2842,ZWE,YR2016,
2843,ZWE,YR2017,
2844,ZWE,YR2018,
2845,ZWE,YR2019,45.0
2846,ZWE,YR2020,
2847,ZWE,YR2021,
