,continent,date,location,total_cases,total_deaths,median_age,female_smokers,male_smokers,life_expectancy,total_vaccinations,new_vaccinations,people_vaccinated,human_development_index,population
118073,Africa,2023-01-29,South Africa,4055656.0,102595.0,27.3,8.1,33.2,64.13,38340315.67741936,0.0,23970891.0,0.709,59893884.0
118074,Africa,2023-01-30,South Africa,4055656.0,102595.0,27.3,8.1,33.2,64.13,38348836.40322581,0.0,23970891.0,0.709,59893884.0
118075,Africa,2023-01-31,South Africa,4055656.0,102595.0,27.3,8.1,33.2,64.13,38357357.12903226,0.0,23970891.0,0.709,59893884.0
118076,Africa,2023-02-01,South Africa,4055656.0,102595.0,27.3,8.1,33.2,64.13,38365877.85483871,0.0,23970891.0,0.709,59893884.0
118077,Africa,2023-02-02,South Africa,4055656.0,102595.0,27.3,8.1,33.2,64.13,38374398.58064516,0.0,23970891.0,0.709,59893884.0
118078,Africa,2023-02-03,South Africa,4055656.0,102595.0,27.3,8.1,33.2,64.13,38382919.30645161,0.0,23970891.0,0.709,59893884.0
118079,Africa,2023-02-04,South Africa,4055656.0,102595.0,27.3,8.1,33.2,64.13,38391440.03225806,0.0,23970891.0,0.709,59893884.0
118080,Africa,2023-02-05,South Africa,4057134.0,102595.0,27.3,8.1,33.2,64.13,38399960.758064516,0.0,23970891.0,0.709,59893884.0
118081,Africa,2023-02-06,South Africa,4057134.0,102595.0,27.3,8.1,33.2,64.13,38408481.48387097,0.0,23970891.0,0.709,59893884.0
118082,Africa,2023-02-07,South Africa,4057134.0,102595.0,27.3,8.1,33.2,64.13,38417002.20967742,0.0,23970891.0,0.709,59893884.0
118083,Africa,2023-02-08,South Africa,4057134.0,102595.0,27.3,8.1,33.2,64.13,38425522.93548387,0.0,23970891.0,0.709,59893884.0
118084,Africa,2023-02-09,South Africa,4057134.0,102595.0,27.3,8.1,33.2,64.13,38434043.661290325,0.0,23970891.0,0.709,59893884.0
118085,Africa,2023-02-10,South Africa,4057134.0,102595.0,27.3,8.1,33.2,64.13,38442564.38709678,0.0,23970891.0,0.709,59893884.0
118086,Africa,2023-02-11,South Africa,4057134.0,102595.0,27.3,8.1,33.2,64.13,38451085.11290322,0.0,23970891.0,0.709,59893884.0
118087,Africa,2023-02-12,South Africa,4058915.0,102595.0,27.3,8.1,33.2,64.13,38459605.838709675,0.0,23970891.0,0.709,59893884.0
118088,Africa,2023-02-13,South Africa,4058915.0,102595.0,27.3,8.1,33.2,64.13,38468126.56451613,0.0,23970891.0,0.709,59893884.0
118089,Africa,2023-02-14,South Africa,4058915.0,102595.0,27.3,8.1,33.2,64.13,38476647.29032258,0.0,23970891.0,0.709,59893884.0
118090,Africa,2023-02-15,South Africa,4058915.0,102595.0,27.3,8.1,33.2,64.13,38485168.01612903,0.0,23970891.0,0.709,59893884.0
118091,Africa,2023-02-16,South Africa,4058915.0,102595.0,27.3,8.1,33.2,64.13,38493688.741935484,0.0,23970891.0,0.709,59893884.0
118092,Africa,2023-02-17,South Africa,4058915.0,102595.0,27.3,8.1,33.2,64.13,38502209.46774194,0.0,23970891.0,0.709,59893884.0
118093,Africa,2023-02-18,South Africa,4058915.0,102595.0,27.3,8.1,33.2,64.13,38510730.19354839,0.0,23970891.0,0.709,59893884.0
118094,Africa,2023-02-19,South Africa,4060385.0,102595.0,27.3,8.1,33.2,64.13,38519250.91935484,0.0,23970891.0,0.709,59893884.0
118095,Africa,2023-02-20,South Africa,4060385.0,102595.0,27.3,8.1,33.2,64.13,38527771.64516129,0.0,23970891.0,0.709,59893884.0
118096,Africa,2023-02-21,South Africa,4060385.0,102595.0,27.3,8.1,33.2,64.13,38536292.37096774,0.0,23970891.0,0.709,59893884.0
118097,Africa,2023-02-22,South Africa,4060385.0,102595.0,27.3,8.1,33.2,64.13,38544813.09677419,0.0,23970891.0,0.709,59893884.0
118098,Africa,2023-02-23,South Africa,4060385.0,102595.0,27.3,8.1,33.2,64.13,38553333.82258064,0.0,23970891.0,0.709,59893884.0
118099,Africa,2023-02-24,South Africa,4060385.0,102595.0,27.3,8.1,33.2,64.13,38561854.548387095,0.0,23970891.0,0.709,59893884.0
118100,Africa,2023-02-25,South Africa,4060385.0,102595.0,27.3,8.1,33.2,64.13,38570375.27419355,0.0,23970891.0,0.709,59893884.0
118101,Africa,2023-02-26,South Africa,4061578.0,102595.0,27.3,8.1,33.2,64.13,38578896.0,0.0,23970891.0,0.709,59893884.0
118102,Africa,2023-02-27,South Africa,4061578.0,102595.0,27.3,8.1,33.2,64.13,38581077.78571428,0.0,23984021.5,0.709,59893884.0
118103,Africa,2023-02-28,South Africa,4061578.0,102595.0,27.3,8.1,33.2,64.13,38583259.571428575,0.0,23997152.0,0.709,59893884.0
118104,Africa,2023-03-01,South Africa,4061578.0,102595.0,27.3,8.1,33.2,64.13,38585441.35714286,0.0,24010282.5,0.709,59893884.0
118105,Africa,2023-03-02,South Africa,4061578.0,102595.0,27.3,8.1,33.2,64.13,38587623.14285714,0.0,24023413.0,0.709,59893884.0
118106,Africa,2023-03-03,South Africa,4061578.0,102595.0,27.3,8.1,33.2,64.13,38589804.928571425,0.0,24036543.5,0.709,59893884.0
118107,Africa,2023-03-04,South Africa,4061578.0,102595.0,27.3,8.1,33.2,64.13,38591986.71428572,0.0,24049674.0,0.709,59893884.0
118108,Africa,2023-03-05,South Africa,4065743.0,102595.0,27.3,8.1,33.2,64.13,38594168.5,0.0,24062804.5,0.709,59893884.0
118109,Africa,2023-03-06,South Africa,4065743.0,102595.0,27.3,8.1,33.2,64.13,38596350.28571428,0.0,24075935.0,0.709,59893884.0
118110,Africa,2023-03-07,South Africa,4065743.0,102595.0,27.3,8.1,33.2,64.13,38598532.071428575,0.0,24089065.5,0.709,59893884.0
118111,Africa,2023-03-08,South Africa,4065743.0,102595.0,27.3,8.1,33.2,64.13,38600713.85714286,0.0,24102196.0,0.709,59893884.0
118112,Africa,2023-03-09,South Africa,4065743.0,102595.0,27.3,8.1,33.2,64.13,38602895.64285714,0.0,24115326.5,0.709,59893884.0
118113,Africa,2023-03-10,South Africa,4065743.0,102595.0,27.3,8.1,33.2,64.13,38605077.428571425,0.0,24128457.0,0.709,59893884.0
118114,Africa,2023-03-11,South Africa,4065743.0,102595.0,27.3,8.1,33.2,64.13,38607259.21428572,0.0,24141587.5,0.709,59893884.0
118115,Africa,2023-03-12,South Africa,4068224.0,102595.0,27.3,8.1,33.2,64.13,38609441.0,0.0,24154718.0,0.709,59893884.0
118116,Africa,2023-03-13,South Africa,4068224.0,102595.0,27.3,8.1,33.2,64.13,38614576.428571425,0.0,24156209.285714287,0.709,59893884.0
118117,Africa,2023-03-14,South Africa,4068224.0,102595.0,27.3,8.1,33.2,64.13,38619711.85714286,0.0,24157700.57142857,0.709,59893884.0
118118,Africa,2023-03-15,South Africa,4068224.0,102595.0,27.3,8.1,33.2,64.13,38624847.28571428,0.0,24159191.85714286,0.709,59893884.0
118119,Africa,2023-03-16,South Africa,4068224.0,102595.0,27.3,8.1,33.2,64.13,38629982.71428572,0.0,24160683.14285714,0.709,59893884.0
118120,Africa,2023-03-17,South Africa,4068224.0,102595.0,27.3,8.1,33.2,64.13,38635118.14285714,0.0,24162174.42857143,0.709,59893884.0
118121,Africa,2023-03-18,South Africa,4068224.0,102595.0,27.3,8.1,33.2,64.13,38640253.571428575,0.0,24163665.714285713,0.709,59893884.0
118122,Africa,2023-03-19,South Africa,4070434.0,102595.0,27.3,8.1,33.2,64.13,38645389.0,0.0,24165157.0,0.709,59893884.0
118123,Africa,2023-03-20,South Africa,4070434.0,102595.0,27.3,8.1,33.2,64.13,38650119.0,0.0,24165157.0,0.709,59893884.0
118124,Africa,2023-03-21,South Africa,4070434.0,102595.0,27.3,8.1,33.2,64.13,38654849.0,0.0,24165157.0,0.709,59893884.0
118125,Africa,2023-03-22,South Africa,4070434.0,102595.0,27.3,8.1,33.2,64.13,38659579.0,0.0,24165157.0,0.709,59893884.0
118126,Africa,2023-03-23,South Africa,4070434.0,102595.0,27.3,8.1,33.2,64.13,38664309.0,0.0,24165157.0,0.709,59893884.0
118127,Africa,2023-03-24,South Africa,4070434.0,102595.0,27.3,8.1,33.2,64.13,38669039.0,0.0,24165157.0,0.709,59893884.0
118128,Africa,2023-03-25,South Africa,4070434.0,102595.0,27.3,8.1,33.2,64.13,38673769.0,0.0,24165157.0,0.709,59893884.0
118129,Africa,2023-03-26,South Africa,4072533.0,102595.0,27.3,8.1,33.2,64.13,38678499.0,0.0,24165157.0,0.709,59893884.0
118130,Africa,2023-03-27,South Africa,4072533.0,102595.0,27.3,8.1,33.2,64.13,38683229.0,0.0,24165157.0,0.709,59893884.0
118131,Africa,2023-03-28,South Africa,4072533.0,102595.0,27.3,8.1,33.2,64.13,38687959.0,0.0,24165157.0,0.709,59893884.0
118132,Africa,2023-03-29,South Africa,4072533.0,102595.0,27.3,8.1,33.2,64.13,38692689.0,0.0,24165157.0,0.709,59893884.0
118133,Africa,2023-03-30,South Africa,4072533.0,102595.0,27.3,8.1,33.2,64.13,38697419.0,0.0,24165157.0,0.709,59893884.0
118134,Africa,2023-03-31,South Africa,4072533.0,102595.0,27.3,8.1,33.2,64.13,38702149.0,0.0,24165157.0,0.709,59893884.0
118135,Africa,2023-04-01,South Africa,4072533.0,102595.0,27.3,8.1,33.2,64.13,38706879.0,0.0,24165157.0,0.709,59893884.0
118136,Africa,2023-04-02,South Africa,4072533.0,102595.0,27.3,8.1,33.2,64.13,38711609.0,0.0,24165157.0,0.709,59893884.0
118137,Africa,2023-04-03,South Africa,4072533.0,102595.0,27.3,8.1,33.2,64.13,38715649.5,0.0,24165157.0,0.709,59893884.0
118138,Africa,2023-04-04,South Africa,4072533.0,102595.0,27.3,8.1,33.2,64.13,38719690.0,0.0,24165157.0,0.709,59893884.0
118139,Africa,2023-04-05,South Africa,4072533.0,102595.0,27.3,8.1,33.2,64.13,38723730.5,0.0,24165157.0,0.709,59893884.0
118140,Africa,2023-04-06,South Africa,4072533.0,102595.0,27.3,8.1,33.2,64.13,38727771.0,0.0,24165157.0,0.709,59893884.0
118141,Africa,2023-04-07,South Africa,4072533.0,102595.0,27.3,8.1,33.2,64.13,38731811.5,0.0,24165157.0,0.709,59893884.0
118142,Africa,2023-04-08,South Africa,4072533.0,102595.0,27.3,8.1,33.2,64.13,38735852.0,0.0,24165157.0,0.709,59893884.0
118143,Africa,2023-04-09,South Africa,4072533.0,102595.0,27.3,8.1,33.2,64.13,38739892.5,0.0,24165157.0,0.709,59893884.0
118144,Africa,2023-04-10,South Africa,4072533.0,102595.0,27.3,8.1,33.2,64.13,38743933.0,0.0,24165157.0,0.709,59893884.0
118145,Africa,2023-04-11,South Africa,4072533.0,102595.0,27.3,8.1,33.2,64.13,38747973.5,0.0,24165157.0,0.709,59893884.0
118146,Africa,2023-04-12,South Africa,4072533.0,102595.0,27.3,8.1,33.2,64.13,38752014.0,0.0,24165157.0,0.709,59893884.0
118147,Africa,2023-04-13,South Africa,4072533.0,102595.0,27.3,8.1,33.2,64.13,38756054.5,0.0,24165157.0,0.709,59893884.0
118148,Africa,2023-04-14,South Africa,4072533.0,102595.0,27.3,8.1,33.2,64.13,38760095.0,0.0,24165157.0,0.709,59893884.0
118149,Africa,2023-04-15,South Africa,4072533.0,102595.0,27.3,8.1,33.2,64.13,38764135.5,0.0,24165157.0,0.709,59893884.0
118150,Africa,2023-04-16,South Africa,4072533.0,102595.0,27.3,8.1,33.2,64.13,38768176.0,0.0,24165157.0,0.709,59893884.0
118151,Africa,2023-04-17,South Africa,4072533.0,102595.0,27.3,8.1,33.2,64.13,38771379.21428572,0.0,24165157.0,0.709,59893884.0
118152,Africa,2023-04-18,South Africa,4072533.0,102595.0,27.3,8.1,33.2,64.13,38774582.428571425,0.0,24165157.0,0.709,59893884.0
118153,Africa,2023-04-19,South Africa,4072533.0,102595.0,27.3,8.1,33.2,64.13,38777785.64285714,0.0,24165157.0,0.709,59893884.0
118154,Africa,2023-04-20,South Africa,4072533.0,102595.0,27.3,8.1,33.2,64.13,38780988.85714286,0.0,24165157.0,0.709,59893884.0
118155,Africa,2023-04-21,South Africa,4072533.0,102595.0,27.3,8.1,33.2,64.13,38784192.071428575,0.0,24165157.0,0.709,59893884.0
118156,Africa,2023-04-22,South Africa,4072533.0,102595.0,27.3,8.1,33.2,64.13,38787395.28571428,0.0,24165157.0,0.709,59893884.0
118157,Africa,2023-04-23,South Africa,4072533.0,102595.0,27.3,8.1,33.2,64.13,38790598.5,0.0,24165157.0,0.709,59893884.0
118158,Africa,2023-04-24,South Africa,4072533.0,102595.0,27.3,8.1,33.2,64.13,38793801.71428572,0.0,24165157.0,0.709,59893884.0
118159,Africa,2023-04-25,South Africa,4072533.0,102595.0,27.3,8.1,33.2,64.13,38797004.928571425,0.0,24165157.0,0.709,59893884.0
118160,Africa,2023-04-26,South Africa,4072533.0,102595.0,27.3,8.1,33.2,64.13,38800208.14285714,0.0,24165157.0,0.709,59893884.0
118161,Africa,2023-04-27,South Africa,4072533.0,102595.0,27.3,8.1,33.2,64.13,38803411.35714286,0.0,24165157.0,0.709,59893884.0
118162,Africa,2023-04-28,South Africa,4072533.0,102595.0,27.3,8.1,33.2,64.13,38806614.571428575,0.0,24165157.0,0.709,59893884.0
118163,Africa,2023-04-29,South Africa,4072533.0,102595.0,27.3,8.1,33.2,64.13,38809817.78571428,0.0,24165157.0,0.709,59893884.0
118164,Africa,2023-04-30,South Africa,4072533.0,102595.0,27.3,8.1,33.2,64.13,38813021.0,0.0,24165157.0,0.709,59893884.0
118165,Africa,2023-05-01,South Africa,4072533.0,102595.0,27.3,8.1,33.2,64.13,38815041.5,0.0,24168355.64285714,0.709,59893884.0
118166,Africa,2023-05-02,South Africa,4072533.0,102595.0,27.3,8.1,33.2,64.13,38817062.0,0.0,24171554.285714287,0.709,59893884.0
118167,Africa,2023-05-03,South Africa,4072533.0,102595.0,27.3,8.1,33.2,64.13,38819082.5,0.0,24174752.92857143,0.709,59893884.0
118168,Africa,2023-05-04,South Africa,4072533.0,102595.0,27.3,8.1,33.2,64.13,38821103.0,0.0,24177951.57142857,0.709,59893884.0
118169,Africa,2023-05-05,South Africa,4072533.0,102595.0,27.3,8.1,33.2,64.13,38823123.5,0.0,24181150.214285713,0.709,59893884.0
118170,Africa,2023-05-06,South Africa,4072533.0,102595.0,27.3,8.1,33.2,64.13,38825144.0,0.0,24184348.85714286,0.709,59893884.0
118171,Africa,2023-05-07,South Africa,4072533.0,102595.0,27.3,8.1,33.2,64.13,38827164.5,0.0,24187547.5,0.709,59893884.0
118172,Africa,2023-05-08,South Africa,4072533.0,102595.0,27.3,8.1,33.2,64.13,38829185.0,0.0,24190746.14285714,0.709,59893884.0
118173,Africa,2023-05-09,South Africa,4072533.0,102595.0,27.3,8.1,33.2,64.13,38831205.5,0.0,24193944.785714287,0.709,59893884.0
118174,Africa,2023-05-10,South Africa,4072533.0,102595.0,27.3,8.1,33.2,64.13,38833226.0,0.0,24197143.42857143,0.709,59893884.0
118175,Africa,2023-05-11,South Africa,4072533.0,102595.0,27.3,8.1,33.2,64.13,38835246.5,0.0,24200342.07142857,0.709,59893884.0
118176,Africa,2023-05-12,South Africa,4072533.0,102595.0,27.3,8.1,33.2,64.13,38837267.0,0.0,24203540.714285713,0.709,59893884.0
118177,Africa,2023-05-13,South Africa,4072533.0,102595.0,27.3,8.1,33.2,64.13,38839287.5,0.0,24206739.35714286,0.709,59893884.0
118178,Africa,2023-05-14,South Africa,4072533.0,102595.0,27.3,8.1,33.2,64.13,38841308.0,0.0,24209938.0,0.709,59893884.0
118179,Africa,2023-05-15,South Africa,4072533.0,102595.0,27.3,8.1,33.2,64.13,38843252.666666664,0.0,24209986.333333332,0.709,59893884.0
118180,Africa,2023-05-16,South Africa,4072533.0,102595.0,27.3,8.1,33.2,64.13,38845197.333333336,0.0,24210034.666666668,0.709,59893884.0
118181,Africa,2023-05-17,South Africa,4072533.0,102595.0,27.3,8.1,33.2,64.13,38847142.0,0.0,24210083.0,0.709,59893884.0
118182,Africa,2023-05-18,South Africa,4072533.0,102595.0,27.3,8.1,33.2,64.13,38849086.666666664,0.0,24210131.333333332,0.709,59893884.0
118183,Africa,2023-05-19,South Africa,4072533.0,102595.0,27.3,8.1,33.2,64.13,38851031.333333336,0.0,24210179.666666668,0.709,59893884.0
118184,Africa,2023-05-20,South Africa,4072533.0,102595.0,27.3,8.1,33.2,64.13,38852976.0,0.0,24210228.0,0.709,59893884.0
118185,Africa,2023-05-21,South Africa,4072533.0,102595.0,27.3,8.1,33.2,64.13,38854920.666666664,0.0,24210276.333333332,0.709,59893884.0
118186,Africa,2023-05-22,South Africa,4072533.0,102595.0,27.3,8.1,33.2,64.13,38856865.333333336,0.0,24210324.666666668,0.709,59893884.0
118187,Africa,2023-05-23,South Africa,4072533.0,102595.0,27.3,8.1,33.2,64.13,38858810.0,0.0,24210373.0,0.709,59893884.0
118188,Africa,2023-05-24,South Africa,4072533.0,102595.0,27.3,8.1,33.2,64.13,38860754.666666664,0.0,24210421.333333332,0.709,59893884.0
118189,Africa,2023-05-25,South Africa,4072533.0,102595.0,27.3,8.1,33.2,64.13,38862699.333333336,0.0,24210469.666666668,0.709,59893884.0
118190,Africa,2023-05-26,South Africa,4072533.0,102595.0,27.3,8.1,33.2,64.13,38864644.0,0.0,24210518.0,0.709,59893884.0
118191,Africa,2023-05-27,South Africa,4072533.0,102595.0,27.3,8.1,33.2,64.13,38866588.666666664,0.0,24210566.333333332,0.709,59893884.0
118192,Africa,2023-05-28,South Africa,4072533.0,102595.0,27.3,8.1,33.2,64.13,38868533.333333336,0.0,24210614.666666668,0.709,59893884.0
118193,Africa,2023-05-29,South Africa,4072533.0,102595.0,27.3,8.1,33.2,64.13,38870478.0,0.0,24210663.0,0.709,59893884.0
118194,Africa,2023-05-30,South Africa,4072533.0,102595.0,27.3,8.1,33.2,64.13,38872422.666666664,0.0,24210711.333333332,0.709,59893884.0
118195,Africa,2023-05-31,South Africa,4072533.0,102595.0,27.3,8.1,33.2,64.13,38874367.333333336,0.0,24210759.666666668,0.709,59893884.0
118196,Africa,2023-06-01,South Africa,4072533.0,102595.0,27.3,8.1,33.2,64.13,38876312.0,0.0,24210808.0,0.709,59893884.0
118197,Africa,2023-06-02,South Africa,4072533.0,102595.0,27.3,8.1,33.2,64.13,38878256.666666664,0.0,24210856.333333332,0.709,59893884.0
118198,Africa,2023-06-03,South Africa,4072533.0,102595.0,27.3,8.1,33.2,64.13,38880201.333333336,0.0,24210904.666666668,0.709,59893884.0
118199,Africa,2023-06-04,South Africa,4072533.0,102595.0,27.3,8.1,33.2,64.13,38882146.0,0.0,24210953.0,0.709,59893884.0
118200,Africa,2023-06-05,South Africa,4072533.0,102595.0,27.3,8.1,33.2,64.13,38882146.0,0.0,24210953.0,0.709,59893884.0
118201,Africa,2023-06-06,South Africa,4072533.0,102595.0,27.3,8.1,33.2,64.13,38882146.0,0.0,24210953.0,0.709,59893884.0
118202,Africa,2023-06-07,South Africa,4072533.0,102595.0,27.3,8.1,33.2,64.13,38882146.0,0.0,24210953.0,0.709,59893884.0
118203,Africa,2023-06-08,South Africa,4072533.0,102595.0,27.3,8.1,33.2,64.13,38882146.0,0.0,24210953.0,0.709,59893884.0
118204,Africa,2023-06-09,South Africa,4072533.0,102595.0,27.3,8.1,33.2,64.13,38882146.0,0.0,24210953.0,0.709,59893884.0
118205,Africa,2023-06-10,South Africa,4072533.0,102595.0,27.3,8.1,33.2,64.13,38882146.0,0.0,24210953.0,0.709,59893884.0
118206,Africa,2023-06-11,South Africa,4072533.0,102595.0,27.3,8.1,33.2,64.13,38882146.0,0.0,24210953.0,0.709,59893884.0
118207,Africa,2023-06-12,South Africa,4072533.0,102595.0,27.3,8.1,33.2,64.13,38882146.0,0.0,24210953.0,0.709,59893884.0
118208,Africa,2023-06-13,South Africa,4072533.0,102595.0,27.3,8.1,33.2,64.13,38882146.0,0.0,24210953.0,0.709,59893884.0
118209,Africa,2023-06-14,South Africa,4072533.0,102595.0,27.3,8.1,33.2,64.13,38882146.0,0.0,24210953.0,0.709,59893884.0
118210,Africa,2023-06-15,South Africa,4072533.0,102595.0,27.3,8.1,33.2,64.13,38882146.0,0.0,24210953.0,0.709,59893884.0
118211,Africa,2023-06-16,South Africa,4072533.0,102595.0,27.3,8.1,33.2,64.13,38882146.0,0.0,24210953.0,0.709,59893884.0
118212,Africa,2023-06-17,South Africa,4072533.0,102595.0,27.3,8.1,33.2,64.13,38882146.0,0.0,24210953.0,0.709,59893884.0
118213,Africa,2023-06-18,South Africa,4072533.0,102595.0,27.3,8.1,33.2,64.13,38882146.0,0.0,24210953.0,0.709,59893884.0
118214,Africa,2023-06-19,South Africa,4072533.0,102595.0,27.3,8.1,33.2,64.13,38882146.0,0.0,24210953.0,0.709,59893884.0
118215,Africa,2023-06-20,South Africa,4072533.0,102595.0,27.3,8.1,33.2,64.13,38882146.0,0.0,24210953.0,0.709,59893884.0
118216,Africa,2023-06-21,South Africa,4072533.0,102595.0,27.3,8.1,33.2,64.13,38882146.0,0.0,24210953.0,0.709,59893884.0
118217,Africa,2023-06-22,South Africa,4072533.0,102595.0,27.3,8.1,33.2,64.13,38882146.0,0.0,24210953.0,0.709,59893884.0
118218,Africa,2023-06-23,South Africa,4072533.0,102595.0,27.3,8.1,33.2,64.13,38882146.0,0.0,24210953.0,0.709,59893884.0
118219,Africa,2023-06-24,South Africa,4072533.0,102595.0,27.3,8.1,33.2,64.13,38882146.0,0.0,24210953.0,0.709,59893884.0
118220,Africa,2023-06-25,South Africa,4072533.0,102595.0,27.3,8.1,33.2,64.13,38882146.0,0.0,24210953.0,0.709,59893884.0
118221,Africa,2023-06-26,South Africa,4072533.0,102595.0,27.3,8.1,33.2,64.13,38882146.0,0.0,24210953.0,0.709,59893884.0
118222,Africa,2023-06-27,South Africa,4072533.0,102595.0,27.3,8.1,33.2,64.13,38882146.0,0.0,24210953.0,0.709,59893884.0
118223,Africa,2023-06-28,South Africa,4072533.0,102595.0,27.3,8.1,33.2,64.13,38882146.0,0.0,24210953.0,0.709,59893884.0
118224,Africa,2023-06-29,South Africa,4072533.0,102595.0,27.3,8.1,33.2,64.13,38882146.0,0.0,24210953.0,0.709,59893884.0
118225,Africa,2023-06-30,South Africa,4072533.0,102595.0,27.3,8.1,33.2,64.13,38882146.0,0.0,24210953.0,0.709,59893884.0
118226,Africa,2023-07-01,South Africa,4072533.0,102595.0,27.3,8.1,33.2,64.13,38882146.0,0.0,24210953.0,0.709,59893884.0
118227,Africa,2023-07-02,South Africa,4072533.0,102595.0,27.3,8.1,33.2,64.13,38882146.0,0.0,24210953.0,0.709,59893884.0
118228,Africa,2023-07-03,South Africa,4072533.0,102595.0,27.3,8.1,33.2,64.13,38882146.0,0.0,24210953.0,0.709,59893884.0
118229,Africa,2023-07-04,South Africa,4072533.0,102595.0,27.3,8.1,33.2,64.13,38882146.0,0.0,24210953.0,0.709,59893884.0
118230,Africa,2023-07-05,South Africa,4072533.0,102595.0,27.3,8.1,33.2,64.13,38882146.0,0.0,24210953.0,0.709,59893884.0
118231,Africa,2023-07-06,South Africa,4072533.0,102595.0,27.3,8.1,33.2,64.13,38882146.0,0.0,24210953.0,0.709,59893884.0
118232,Africa,2023-07-07,South Africa,4072533.0,102595.0,27.3,8.1,33.2,64.13,38882146.0,0.0,24210953.0,0.709,59893884.0
118233,Africa,2023-07-08,South Africa,4072533.0,102595.0,27.3,8.1,33.2,64.13,38882146.0,0.0,24210953.0,0.709,59893884.0
118234,Africa,2023-07-09,South Africa,4072533.0,102595.0,27.3,8.1,33.2,64.13,38882146.0,0.0,24210953.0,0.709,59893884.0
118235,Africa,2023-07-10,South Africa,4072533.0,102595.0,27.3,8.1,33.2,64.13,38882146.0,0.0,24210953.0,0.709,59893884.0
118236,Africa,2023-07-11,South Africa,4072533.0,102595.0,27.3,8.1,33.2,64.13,38882146.0,0.0,24210953.0,0.709,59893884.0
118237,Africa,2023-07-12,South Africa,4072533.0,102595.0,27.3,8.1,33.2,64.13,38882146.0,0.0,24210953.0,0.709,59893884.0
118238,Africa,2023-07-13,South Africa,4072533.0,102595.0,27.3,8.1,33.2,64.13,38882146.0,0.0,24210953.0,0.709,59893884.0
118239,Africa,2023-07-14,South Africa,4072533.0,102595.0,27.3,8.1,33.2,64.13,38882146.0,0.0,24210953.0,0.709,59893884.0
118240,Africa,2023-07-15,South Africa,4072533.0,102595.0,27.3,8.1,33.2,64.13,38882146.0,0.0,24210953.0,0.709,59893884.0
118241,Africa,2023-07-16,South Africa,4072533.0,102595.0,27.3,8.1,33.2,64.13,38882146.0,0.0,24210953.0,0.709,59893884.0
118242,Africa,2023-07-17,South Africa,4072533.0,102595.0,27.3,8.1,33.2,64.13,38882146.0,0.0,24210953.0,0.709,59893884.0
118243,Africa,2023-07-18,South Africa,4072533.0,102595.0,27.3,8.1,33.2,64.13,38882146.0,0.0,24210953.0,0.709,59893884.0
118244,Africa,2023-07-19,South Africa,4072533.0,102595.0,27.3,8.1,33.2,64.13,38882146.0,0.0,24210953.0,0.709,59893884.0
118245,Africa,2023-07-20,South Africa,4072533.0,102595.0,27.3,8.1,33.2,64.13,38882146.0,0.0,24210953.0,0.709,59893884.0
118246,Africa,2023-07-21,South Africa,4072533.0,102595.0,27.3,8.1,33.2,64.13,38882146.0,0.0,24210953.0,0.709,59893884.0
118247,Africa,2023-07-22,South Africa,4072533.0,102595.0,27.3,8.1,33.2,64.13,38882146.0,0.0,24210953.0,0.709,59893884.0
118248,Africa,2023-07-23,South Africa,4072533.0,102595.0,27.3,8.1,33.2,64.13,38882146.0,0.0,24210953.0,0.709,59893884.0
118249,Africa,2023-07-24,South Africa,4072533.0,102595.0,27.3,8.1,33.2,64.13,38882146.0,0.0,24210953.0,0.709,59893884.0
118250,Africa,2023-07-25,South Africa,4072533.0,102595.0,27.3,8.1,33.2,64.13,38882146.0,0.0,24210953.0,0.709,59893884.0
118251,Africa,2023-07-26,South Africa,4072533.0,102595.0,27.3,8.1,33.2,64.13,38882146.0,0.0,24210953.0,0.709,59893884.0
118252,Africa,2023-07-27,South Africa,4072533.0,102595.0,27.3,8.1,33.2,64.13,38882146.0,0.0,24210953.0,0.709,59893884.0
118253,Africa,2023-07-28,South Africa,4072533.0,102595.0,27.3,8.1,33.2,64.13,38882146.0,0.0,24210953.0,0.709,59893884.0
118254,Africa,2023-07-29,South Africa,4072533.0,102595.0,27.3,8.1,33.2,64.13,38882146.0,0.0,24210953.0,0.709,59893884.0
118255,Africa,2023-07-30,South Africa,4072533.0,102595.0,27.3,8.1,33.2,64.13,38882146.0,0.0,24210953.0,0.709,59893884.0
118256,Africa,2023-07-31,South Africa,4072533.0,102595.0,27.3,8.1,33.2,64.13,38882146.0,0.0,24210953.0,0.709,59893884.0
118257,Africa,2023-08-01,South Africa,4072533.0,102595.0,27.3,8.1,33.2,64.13,38882146.0,0.0,24210953.0,0.709,59893884.0
118258,Africa,2023-08-02,South Africa,4072533.0,102595.0,27.3,8.1,33.2,64.13,38882146.0,0.0,24210953.0,0.709,59893884.0
118259,Africa,2023-08-03,South Africa,4072533.0,102595.0,27.3,8.1,33.2,64.13,38882146.0,0.0,24210953.0,0.709,59893884.0
118260,Africa,2023-08-04,South Africa,4072533.0,102595.0,27.3,8.1,33.2,64.13,38882146.0,0.0,24210953.0,0.709,59893884.0
118261,Africa,2023-08-05,South Africa,4072533.0,102595.0,27.3,8.1,33.2,64.13,38882146.0,0.0,24210953.0,0.709,59893884.0
118262,Africa,2023-08-06,South Africa,4072533.0,102595.0,27.3,8.1,33.2,64.13,38882146.0,0.0,24210953.0,0.709,59893884.0
